1700,1,0.000118466934848,0.202594810379,1
1900,1,0.00107823170001,0.703022339028,1
2100,1,0.00679273967941,1,1
2300,1,0.0231672289704,1,1
2500,1,0.0465757177296,1,1
2700,1,0.0668104405189,1,1
2900,1,0.0848143848055,1,1
3100,1,0.102245955709,1,1
3300,1,0.113258257031,1,1
3500,1,0.110997629035,1,1
3700,1,0.0971581957169,1,1
3900,1,0.0956978111671,1,1
4100,1,0.0806634807021,0,1
4300,1,0.0673579272844,1,1
4500,1,0.0677258075127,1,1
4700,1,0.0573420836751,1,1
4900,1,0.0266857522622,0,0
5100,1,0.0363034279757,0,0
5300,1,0.0495236655073,0,0
5500,1,0.0566467905998,0,0
5700,1,0.0581027667984,0,0
5900,1,0.0568332596196,0,0
6100,1,0.0528804280204,0,0
6300,1,0.0747637576431,1,0
6500,1,0.0462509865825,0,0
6700,1,0.0408434335049,0,0
6900,1,0.0382819794585,0,0
7100,1,0.0398628375482,0,0
7300,1,0.0406878178736,0,0
7500,1,0.0215231788079,0.0,0
7700,1,0.0502463054187,0,0
7900,1,0.0549285176825,0,0
8100,1,0.0666666666667,0,0
8300,1,0.0833829660512,0,0
8500,1,0.107959022853,0,0
8700,1,0.131578947368,0,0
8900,1,0.192592592593,0,0
9100,1,0.370689655172,0,0
9300,1,0.642857142857,0,0
9500,1,1,0,0
9700,1,1,0,0
