# Mass Point, Crab Directory, 	Dataset Name, 	 File With Most Events
#HH
2000,GravitonZZ_M_2000GeV_trees,/BulkGravToZZToZhadZhad_narrow_M-2000_TuneCP5_13TeV-madgraph-pythia/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/BulkGravToZZToZhadZhad_narrow_M-2000_TuneCP5_13TeV-madgraph-pythia/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/260000/4435C4B4-BC21-1F48-91E2-127581E69027.root
2500,GravitonZZ_M_2500GeV_trees,/BulkGravToZZToZhadZhad_narrow_M-2500_TuneCP5_13TeV-madgraph-pythia/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/BulkGravToZZToZhadZhad_narrow_M-2500_TuneCP5_13TeV-madgraph-pythia/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/110000/618995B7-DAB9-5E4E-B978-8E6311708934.root
3000,GravitonZZ_M_3000GeV_trees,/BulkGravToZZToZhadZhad_narrow_M-3000_TuneCP5_13TeV-madgraph-pythia/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/BulkGravToZZToZhadZhad_narrow_M-3000_TuneCP5_13TeV-madgraph-pythia/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/260000/03227E9A-3311-8040-B8B5-84BD58723A24.root
3500,GravitonZZ_M_3500GeV_trees,/BulkGravToZZToZhadZhad_narrow_M-3500_TuneCP5_13TeV-madgraph-pythia/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/BulkGravToZZToZhadZhad_narrow_M-3500_TuneCP5_13TeV-madgraph-pythia/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/110000/6F48D250-5FA1-564F-854C-CEEBF1114341.root
4000,GravitonZZ_M_4000GeV_trees,/BulkGravToZZToZhadZhad_narrow_M-4000_TuneCP5_13TeV-madgraph-pythia/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/BulkGravToZZToZhadZhad_narrow_M-4000_TuneCP5_13TeV-madgraph-pythia/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/2430000/78AF884B-9BE2-B24A-A6A3-1D0FBEBDFC32.root
4500,GravitonZZ_M_4500GeV_trees,/BulkGravToZZToZhadZhad_narrow_M-4500_TuneCP5_13TeV-madgraph-pythia/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/BulkGravToZZToZhadZhad_narrow_M-4500_TuneCP5_13TeV-madgraph-pythia/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/130000/D7F82520-B5E0-4A48-8A05-B09FD1AAC0BF.root
5000,GravitonZZ_M_5000GeV_trees,/BulkGravToZZToZhadZhad_narrow_M-5000_TuneCP5_13TeV-madgraph-pythia/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/BulkGravToZZToZhadZhad_narrow_M-5000_TuneCP5_13TeV-madgraph-pythia/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/2430000/C12308A6-667B-204A-919E-7DDCA50BE5A9.root
5500,GravitonZZ_M_5500GeV_trees,/BulkGravToZZToZhadZhad_narrow_M-5500_TuneCP5_13TeV-madgraph-pythia/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/BulkGravToZZToZhadZhad_narrow_M-5500_TuneCP5_13TeV-madgraph-pythia/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/230000/C8FB0789-C01A-E744-B897-3294990AEE16.root
6000,GravitonZZ_M_6000GeV_trees,/BulkGravToZZToZhadZhad_narrow_M-6000_TuneCP5_13TeV-madgraph-pythia/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/BulkGravToZZToZhadZhad_narrow_M-6000_TuneCP5_13TeV-madgraph-pythia/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/100000/C46070DF-DEF9-D645-8C72-EDCB8A26BF0D.root
6500,GravitonZZ_M_6500GeV_trees,/BulkGravToZZToZhadZhad_narrow_M-6500_TuneCP5_13TeV-madgraph-pythia/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/BulkGravToZZToZhadZhad_narrow_M-6500_TuneCP5_13TeV-madgraph-pythia/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/260000/9C4F33B4-1B16-1D47-87C0-F5E678D6A98B.root
7000,GravitonZZ_M_7000GeV_trees,/BulkGravToZZToZhadZhad_narrow_M-7000_TuneCP5_13TeV-madgraph-pythia/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/BulkGravToZZToZhadZhad_narrow_M-7000_TuneCP5_13TeV-madgraph-pythia/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/270000/8A394761-35D5-4F41-8702-614E5546BE21.root
7500,GravitonZZ_M_7500GeV_trees,/BulkGravToZZToZhadZhad_narrow_M-7500_TuneCP5_13TeV-madgraph-pythia/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/BulkGravToZZToZhadZhad_narrow_M-7500_TuneCP5_13TeV-madgraph-pythia/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/260000/88176561-D1DA-FA45-81D4-98B3241DA8AF.root
8000,GravitonZZ_M_8000GeV_trees,/BulkGravToZZToZhadZhad_narrow_M-8000_TuneCP5_13TeV-madgraph-pythia/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/BulkGravToZZToZhadZhad_narrow_M-8000_TuneCP5_13TeV-madgraph-pythia/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/230000/A0ADDB1D-04E2-5246-B4D8-6368556763CB.root
#tt
400_W120,ZprimeTT_M_400GeV_W_120GeV_trees,/ZPrimeToTT_M400_W120_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M400_W120_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/260000/1E4A2EA6-E44A-9A46-9477-A368BC736B28.root
400_W4,ZprimeTT_M_400GeV_W_4GeV_trees,/ZprimeToTT_M400_W4_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v1/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZprimeToTT_M400_W4_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/2500000/C0B04325-2C9B-9E44-9E00-604EA2ECEF6B.root
400_W40,ZprimeTT_M_400GeV_W_40GeV_trees,/ZPrimeToTT_M400_W40_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M400_W40_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/2520000/F3B42C16-E0BA-E140-B15C-C079E9F63936.root
500_W150,ZprimeTT_M_500GeV_W_150GeV_trees,/ZPrimeToTT_M500_W150_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M500_W150_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/260000/32ADD92A-30B9-6844-ACA4-4E6BB3838A9C.root
500_W5,ZprimeTT_M_500GeV_W_5GeV_trees,/ZprimeToTT_M500_W5_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v1/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZprimeToTT_M500_W5_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/280000/83459D51-7262-AE4D-9BC5-EDDE4114C688.root
500_W50,ZprimeTT_M_500GeV_W_50GeV_trees,/ZPrimeToTT_M500_W50_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M500_W50_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/270000/63EC09BA-B445-5E49-B023-2CBFE61F8687.root
600_W180,ZprimeTT_M_600GeV_W_180GeV_trees,/ZPrimeToTT_M600_W180_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M600_W180_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/270000/342F8562-5E34-D745-A31A-8AE1D128CDDB.root
600_W6,ZprimeTT_M_600GeV_W_6GeV_trees,/ZprimeToTT_M600_W6_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v1/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZprimeToTT_M600_W6_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/280000/7894B6D8-6869-6C48-BF41-B7387CDE630A.root
600_W60,ZprimeTT_M_600GeV_W_60GeV_trees,/ZPrimeToTT_M600_W60_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M600_W60_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/270000/C9858192-707D-7E46-BE56-D8EE47C116A9.root
700_W210,ZprimeTT_M_700GeV_W_210GeV_trees,/ZPrimeToTT_M700_W210_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M700_W210_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/100000/394B8CB2-C5B7-B54F-9DA7-33DAFF59F90C.root
700_W7,ZprimeTT_M_700GeV_W_7GeV_trees,/ZprimeToTT_M700_W7_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v1/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZprimeToTT_M700_W7_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/270000/9581292D-358E-2C4E-8B48-0EF5D2F1F808.root
700_W70,ZprimeTT_M_700GeV_W_70GeV_trees,/ZPrimeToTT_M700_W70_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M700_W70_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/270000/7AF957E0-54B6-AB4E-9F69-6FCBA50A9631.root
800_W240,ZprimeTT_M_800GeV_W_240GeV_trees,/ZPrimeToTT_M800_W240_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M800_W240_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/260000/43733AF8-C522-DF48-BA64-33CE7883F57E.root
800_W8,ZprimeTT_M_800GeV_W_8GeV_trees,/ZprimeToTT_M800_W8_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v1/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZprimeToTT_M800_W8_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/140000/01E6DB50-25EF-BE48-94C8-1C6319976CA2.root
800_W80,ZprimeTT_M_800GeV_W_80GeV_trees,/ZPrimeToTT_M800_W80_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M800_W80_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/40000/4C2AF747-DCCD-7343-8758-DEC247D57594.root
900_W270,ZprimeTT_M_900GeV_W_270GeV_trees,/ZPrimeToTT_M900_W270_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M900_W270_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/2530000/65E5BA18-3F4A-7C47-BE2B-6DF9303A2D6C.root
900_W9,ZprimeTT_M_900GeV_W_9GeV_trees,/ZprimeToTT_M900_W9_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v1/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZprimeToTT_M900_W9_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/230000/6CF4AE01-43D0-D94D-85BF-8FB5B337FBE2.root
900_W90,ZprimeTT_M_900GeV_W_90GeV_trees,/ZPrimeToTT_M900_W90_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M900_W90_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/2530000/2378A5C0-1709-934F-BCA5-2A51DA5F292F.root
1000_W10,ZprimeTT_M_1000GeV_W_10GeV_trees,/ZprimeToTT_M1000_W10_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v1/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZprimeToTT_M1000_W10_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/250000/53F3D1C1-6C90-A346-8BF9-8D581F22C307.root
1000_W100,ZprimeTT_M_1000GeV_W_100GeV_trees,/ZPrimeToTT_M1000_W100_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M1000_W100_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/270000/A82418E1-CFE8-3F44-A197-2F4DBE3D8E04.root
1000_W300,ZprimeTT_M_1000GeV_W_300GeV_trees,/ZPrimeToTT_M1000_W300_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M1000_W300_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/260000/70C63F6C-E1E8-6645-B2A8-841573295E17.root
1200_W12,ZprimeTT_M_1200GeV_W_12GeV_trees,/ZprimeToTT_M1200_W12_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v1/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZprimeToTT_M1200_W12_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/130000/588D95C7-6CFE-EC42-BF6F-2E7E63DBC11B.root
1200_W120,ZprimeTT_M_1200GeV_W_120GeV_trees,/ZPrimeToTT_M1200_W120_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M1200_W120_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/260000/93739D01-5EBF-364D-8601-827F5D3EB3DD.root
1200_W360,ZprimeTT_M_1200GeV_W_360GeV_trees,/ZPrimeToTT_M1200_W360_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M1200_W360_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/2520000/5A7EBFAE-E931-124E-8727-E7844640D21A.root
1400_W14,ZprimeTT_M_1400GeV_W_14GeV_trees,/ZprimeToTT_M1400_W14_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v1/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZprimeToTT_M1400_W14_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/70000/E8D6F6AD-E0FD-E744-A794-73FDC8187FB0.root
1400_W140,ZprimeTT_M_1400GeV_W_140GeV_trees,/ZPrimeToTT_M1400_W140_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M1400_W140_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/260000/DA118D4F-61FD-CD4F-AFB6-44573D082AAB.root
1400_W420,ZprimeTT_M_1400GeV_W_420GeV_trees,/ZPrimeToTT_M1400_W420_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M1400_W420_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/100000/2DCBB90A-86BD-CE43-AEC6-7C4A2C3F6087.root
1600_W16,ZprimeTT_M_1600GeV_W_16GeV_trees,/ZprimeToTT_M1600_W16_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v1/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZprimeToTT_M1600_W16_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/120000/170F2C71-3199-F54D-9AE6-F5C04859AED0.root
1600_W160,ZprimeTT_M_1600GeV_W_160GeV_trees,/ZPrimeToTT_M1600_W160_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M1600_W160_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/270000/D8313641-48E0-B74A-825E-93899BDB364A.root
1600_W480,ZprimeTT_M_1600GeV_W_480GeV_trees,/ZPrimeToTT_M1600_W480_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M1600_W480_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/270000/8A0DDC1B-221E-D345-AE1D-A73893B649FD.root
1800_W18,ZprimeTT_M_1800GeV_W_18GeV_trees,/ZprimeToTT_M1800_W18_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v1/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZprimeToTT_M1800_W18_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/270000/B7EF877F-C12F-9447-ACC6-CCA6AA7A7493.root
1800_W180,ZprimeTT_M_1800GeV_W_180GeV_trees,/ZPrimeToTT_M1800_W180_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M1800_W180_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/270000/0C9F2BC4-34C6-2C4F-BF49-B691E5DAA47B.root
1800_W540,ZprimeTT_M_1800GeV_W_540GeV_trees,/ZPrimeToTT_M1800_W540_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M1800_W540_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/270000/A0BA70C0-FABC-9D4D-94A4-A722E5CD7DDC.root
2000_W20,ZprimeTT_M_2000GeV_W_20GeV_trees,/ZprimeToTT_M2000_W20_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v1/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZprimeToTT_M2000_W20_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/280000/66BB2A1F-0403-CE4B-87E2-4C018A476528.root
2000_W200,ZprimeTT_M_2000GeV_W_200GeV_trees,/ZPrimeToTT_M2000_W200_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M2000_W200_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/270000/5938A37E-0A44-F94D-AB4E-B0315D20A68D.root
2000_W600,ZprimeTT_M_2000GeV_W_600GeV_trees,/ZPrimeToTT_M2000_W600_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M2000_W600_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/260000/9F745918-6274-E144-BE62-25959653C7CE.root
2500_W25,ZprimeTT_M_2500GeV_W_25GeV_trees,/ZprimeToTT_M2500_W25_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v1/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZprimeToTT_M2500_W25_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/2500000/8A22E67E-7AB3-6B4F-8358-B4FCAE818811.root
2500_W250,ZprimeTT_M_2500GeV_W_250GeV_trees,/ZPrimeToTT_M2500_W250_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M2500_W250_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/2530000/608758CE-BFC9-B846-8143-BBFB2E646695.root
2500_W750,ZprimeTT_M_2500GeV_W_750GeV_trees,/ZPrimeToTT_M2500_W750_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M2500_W750_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/100000/D9F36C12-243D-4947-9D30-AD5332DEDF1E.root
3000_W30,ZprimeTT_M_3000GeV_W_30GeV_trees,/ZprimeToTT_M3000_W30_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v1/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZprimeToTT_M3000_W30_TuneCP2_PSweights_13TeV-madgraph-pythiaMLM-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/2430000/3AF3E5C3-8394-3842-87EE-20FE649E536F.root
3000_W300,ZprimeTT_M_3000GeV_W_300GeV_trees,/ZPrimeToTT_M3000_W300_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M3000_W300_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/260000/4A6E4E3C-CB77-EE4E-B257-52305799DA77.root
3000_W900,ZprimeTT_M_3000GeV_W_900GeV_trees,/ZPrimeToTT_M3000_W900_TuneCP2_13TeV-madgraph-pythia8/RunIISummer20UL16MiniAODv2-106X_mcRun2_asymptotic_v17-v2/MINIAODSIM,/store/mc/RunIISummer20UL16MiniAODv2/ZPrimeToTT_M3000_W900_TuneCP2_13TeV-madgraph-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v2/2530000/B5A89C1A-AC4D-3A42-A6B7-EC655A8778E8.root
